country_txt,region,eventid,attacktype1_txt,target1,nwound,nkill,killHurtRatio
United States,pennsylvania,197102140001,Facility/Infrastructure Attack,Selective Service office Local Boards No. 35 and no. 335 in Bristol Pennsylvania,0,0,NA
United States,puertorico,197102160001,Bombing/Explosion,El San Juan Hotel,0,0,NA
United States,puertorico,197102160002,Bombing/Explosion,Hotel Americana,0,0,NA
United States,puertorico,197102160003,Bombing/Explosion,United States Coast Guard radio beacon tower in San Juan Puerto Rico,0,0,NA
United States,puertorico,197102160004,Facility/Infrastructure Attack,Office building housing American businesses in the Old City of San Juan,0,0,NA
United States,puertorico,197102160005,Facility/Infrastructure Attack,"Franklin's Store, Rio Piedras",0,0,NA
United States,florida,197102200003,Armed Assault,,0,1,Inf
United States,california,197102220001,Bombing/Explosion,Realty Office,0,0,NA
United States,hawaii,197102260002,Facility/Infrastructure Attack,"R.O.T.C. Building, University of Hawaii",0,0,NA
United States,california,197102270001,Bombing/Explosion,Building with stores,0,0,NA
United States,puertorico,197102270002,Bombing/Explosion,"Selective Service office, Rio Piedras",0,0,NA
United States,california,197103010002,Bombing/Explosion,Bank,0,0,NA
United States,districtofcolumbia,197103010003,Bombing/Explosion,Capitol Building,0,0,NA
United States,newyork,197103010004,Bombing/Explosion,New School for Social Research,0,0,NA
United States,newyork,197103020001,Facility/Infrastructure Attack,Iraqi mission to U.N.,0,0,NA
United States,california,197103030001,Bombing/Explosion,University of California Electrical Transformer,0,0,NA
United States,california,197103030002,Bombing/Explosion,Bank of America,0,0,NA
United States,hawaii,197103050001,Facility/Infrastructure Attack,"Travel industry management school building, University of Hawaii",0,0,NA
United States,texas,197103060001,Facility/Infrastructure Attack,Mount Orange Baptist Church,0,0,NA
United States,texas,197103060002,Facility/Infrastructure Attack,St. Paul's Baptist Church,0,0,NA
United States,texas,197103070001,Facility/Infrastructure Attack,New Town Church,0,0,NA
United States,texas,197103070002,Facility/Infrastructure Attack,Holy Chapel,0,0,NA
United States,missouri,197103080004,Bombing/Explosion,Federal Records Center,0,0,NA
United States,missouri,197103080005,Bombing/Explosion,ROTC Building,10,0,0
United States,california,197103090001,Bombing/Explosion,Police HQ,0,0,NA
United States,texas,197103110001,Bombing/Explosion,Harris County headquarters of the Socialist Workers Party,0,0,NA
United States,oregon,197103120001,Bombing/Explosion,Portland Police Community Relations Center,0,0,NA
United States,california,197103150003,Facility/Infrastructure Attack,"Draft board office, San Mateo California",0,0,NA
United States,california,197103160001,Bombing/Explosion,Hall of Justice,0,0,NA
United States,newyork,197103170001,Facility/Infrastructure Attack,Air Force R.O.T.C. classroom in Barton Hall at Cornell University,0,0,NA
United States,florida,197103180002,Bombing/Explosion,"Army Recruiting Station, Jacksonville Florida",0,0,NA
United States,newyork,197103190002,Facility/Infrastructure Attack,B. Altman Department Store,0,0,NA
United States,massachusetts,197103210001,Facility/Infrastructure Attack,Dean of the Fletcher School of Law and Diplomacy,0,0,NA
United States,california,197103230001,Bombing/Explosion,Bank of America,0,0,NA
United States,michigan,197103230002,Bombing/Explosion,"Center Building, Wayne State University",0,0,NA
United States,california,197103230003,Facility/Infrastructure Attack,"Mountclef branch of Bank of America, Thousand Oaks California",0,0,NA
United States,maryland,197103270002,Bombing/Explosion,Baltimore Gas & Electric Control System,0,0,NA
United States,california,197103300002,Bombing/Explosion,Police Station,0,0,NA
United States,newyork,197103300003,Bombing/Explosion,Cuban Health Exchange,0,0,NA
United States,newyork,197103300006,Bombing/Explosion,"Communist Party USA, New York Headquarters",0,0,NA
United States,colorado,197103310001,Facility/Infrastructure Attack,"Military Recruiting Station, Denver Colorado",0,0,NA
United States,california,197104020003,Armed Assault,Indiscriminate Riverside Police Officers,0,2,Inf
United States,california,197104030002,Facility/Infrastructure Attack,Bank of America,0,0,NA
United States,michigan,197104030003,Hostage Taking (Kidnapping),Dr. R. Wiley Brown,1,0,0
United States,georgia,197104030004,Facility/Infrastructure Attack,"Worth County Selective Service Office, Sylvester Georgia",0,0,NA
United States,california,197104050001,Bombing/Explosion,"Bank of America, Ben Lomond California",0,0,NA
United States,puertorico,197104050002,Facility/Infrastructure Attack,Pharmacy and cafeteria,0,0,NA
United States,puertorico,197104050003,Facility/Infrastructure Attack,Bookstore,0,0,NA
United States,california,197104060004,Bombing/Explosion,Bank of America,0,0,NA
United States,california,197104060005,Bombing/Explosion,Bank of America Branch,0,0,NA
United States,california,197104080001,Bombing/Explosion,Fresno County Courthouse,0,0,NA
United States,newyork,197104120001,Bombing/Explosion,"Consulate, South Africa",0,0,NA
United States,california,197104140001,Facility/Infrastructure Attack,"Campus Police Headquarters, Stanford University",0,0,NA
United States,puertorico,197104140002,Bombing/Explosion,"Caribe Hilton Hotel, San Juan",0,0,NA
United States,california,197104150001,Bombing/Explosion,Los Angeles Selective Service office,0,0,NA
United States,newyork,197104170001,Assassination,Official: Samuel Lee Napier,0,1,Inf
United States,newyork,197104190001,Armed Assault,Policemen,2,0,0
United States,newyork,197104190003,Bombing/Explosion,South African Tourist Corp.,0,0,NA
United States,puertorico,197104190004,Bombing/Explosion,"Franklin's Women's Apparel store and Thom McCan shoe store, San Juan Puerto Rico",0,3,Inf
United States,california,197104200001,Bombing/Explosion,Armed Forces Examining and Induction Center,0,0,NA
United States,california,197104200002,Bombing/Explosion,"Bank of America, South Berkeley California",0,0,NA
United States,minnesota,197104200003,Facility/Infrastructure Attack,"Selective Service office, Richfield Minnesota",0,0,NA
United States,newyork,197104220001,Bombing/Explosion,Soviet Trade Agency,0,0,NA
United States,california,197104230001,Bombing/Explosion,State Parole Office Building,0,0,NA
United States,california,197104230002,Bombing/Explosion,Office Univ President,0,0,NA
United States,california,197104230003,Facility/Infrastructure Attack,"Main Post Office, Los Gatos California",0,0,NA
United States,california,197104230004,Bombing/Explosion,"Bank of America, Mill Valley California",0,0,NA
United States,california,197104230005,Armed Assault,Two electric transformers at the central power station for Stanford University,0,0,NA
United States,ohio,197104240001,Bombing/Explosion,"Army National Guard Armory, Youngstown Ohio",0,0,NA
United States,california,197104250001,Facility/Infrastructure Attack,"Building housing R.O.T.C. classrooms, Claremont Men's College",0,0,NA
United States,california,197104250002,Facility/Infrastructure Attack,"Sumner Hall, Pomona College",0,0,NA
United States,california,197104260001,Facility/Infrastructure Attack,Office of the President of Harvey Mudd College,0,0,NA
United States,california,197104270001,Bombing/Explosion,Men's Restroom of Tamalpais High School,0,0,NA
United States,california,197104270002,Bombing/Explosion,"Julien's Furniture Store, Los Angeles",0,0,NA
United States,california,197104280001,Bombing/Explosion,"Bank of America, Kaiser Center branch in Oakland California",0,0,NA
United States,california,197104280002,Bombing/Explosion,"Lincoln Heights branch of Bank of America, Los Angeles",0,0,NA
United States,california,197104290002,Bombing/Explosion,Safeway in East Los Angeles,0,0,NA
United States,california,197104290003,Bombing/Explosion,"Bank of America, Montebello branch in Los Angeles",0,0,NA
United States,california,197104290004,Facility/Infrastructure Attack,Trucks belonging to the Pacific Gas and Electric Company in Los Gatos California,0,0,NA
United States,california,197104290005,Assassination,Air Force Recruiting Sergeant in Berkeley California,0,1,Inf
United States,california,197104300001,Facility/Infrastructure Attack,Trucks stationed at the National Guard Armory in San Jose California,0,0,NA
United States,massachusetts,197104300002,Bombing/Explosion,"Selective Service office, Braintree Massachusetts",0,0,NA
United States,california,197105010001,Bombing/Explosion,Bank of America Branch,0,0,NA
United States,california,197105040003,Facility/Infrastructure Attack,"Air Force Recruiting Station, Chico California",0,0,NA
United States,california,197105040004,Bombing/Explosion,"KMAK transmission towers, Fresno California",0,0,NA
United States,california,197105040005,Facility/Infrastructure Attack,"Bank of America, San Bruno California",0,0,NA
United States,california,197105050004,Facility/Infrastructure Attack,"American Opinion Bookstore, Chico California",0,0,NA
United States,arizona,197105050005,Facility/Infrastructure Attack,"Old Main building, Arizona State University",0,0,NA
United States,kansas,197105050006,Facility/Infrastructure Attack,Selective Service office housed in a Federal building in Kansas City Kansas,0,0,NA
United States,california,197105050007,Bombing/Explosion,,0,0,NA
United States,california,197105060003,Bombing/Explosion,"Pacific Gas & Electric Company Substation, ten miles west of San Jose",0,0,NA
United States,california,197105060004,Bombing/Explosion,Standard Oil of California refinery in East Los Angeles,0,0,NA
United States,california,197105060005,Facility/Infrastructure Attack,"Military recruiting center, Burlingame California",0,0,NA
United States,nevada,197105060006,Bombing/Explosion,Military Trucks at Naval Ammunition Depot in Hawthorne Nevada,1,1,1
United States,iowa,197105070001,Bombing/Explosion,City Clinic Center,0,0,NA
United States,california,197105080003,Bombing/Explosion,Los Angeles County Welfare Office,0,0,NA
United States,california,197105090001,Bombing/Explosion,Bank of America,0,0,NA
United States,northcarolina,197105090002,Bombing/Explosion,"Home, ABT State Univ. President",0,0,NA
United States,california,197105090003,Facility/Infrastructure Attack,"Shopping Bag Market, Altadena California",0,0,NA
United States,california,197105110002,Bombing/Explosion,Los Angeles Savings & Loan,0,0,NA
United States,california,197105110003,Facility/Infrastructure Attack,"Bank of America, Woodland Hills branch in Los Angeles California",0,0,NA
United States,california,197105110004,Facility/Infrastructure Attack,"Bank of America, Chatworth branch in Los Angeles California",0,0,NA
United States,maryland,197105110005,Facility/Infrastructure Attack,Army Reserve Jeeps stationed at Sheridan Armory,0,0,NA
United States,florida,197105120002,Bombing/Explosion,Lloyd Early,0,0,NA
United States,illinois,197105130001,Armed Assault,Policemen,3,0,0
United States,newyork,197105190001,Armed Assault,Police officers guarding the home of New York District Attorney Frank Horgan,2,0,0
United States,california,197105200001,Facility/Infrastructure Attack,"ASDD Division, IBM",0,0,NA
United States,newyork,197105210001,Assassination,Policemen Piagentini and Jones,0,2,Inf
United States,california,197105210002,Facility/Infrastructure Attack,San Bruno Herald,0,0,NA
United States,california,197105230002,Bombing/Explosion,Bank of America,0,0,NA
United States,california,197105250001,Bombing/Explosion,Pacific Gas and Electric,0,0,NA
United States,illinois,197105280001,Bombing/Explosion,Parking lot of Bedford Park Sherriff's Station,0,0,NA
United States,illinois,197105290002,Armed Assault,Cairo Police Headquarters,3,0,0
United States,california,197106030001,Bombing/Explosion,United California Bank,0,0,NA
United States,newyork,197106050002,Armed Assault,Triple O Night Club,0,1,Inf
United States,california,197106060002,Bombing/Explosion,Wells Fargo Bank,0,0,NA
United States,california,197106100001,Bombing/Explosion,Bank of America,0,0,NA
United States,california,197106110002,Bombing/Explosion,KALI,0,0,NA
United States,california,197106110003,Bombing/Explosion,KWKW,0,0,NA
United States,california,197106130001,Bombing/Explosion,Mexican government tourist office,0,0,NA
United States,california,197106130002,Bombing/Explosion,KMEX-TV,0,0,NA
United States,california,197106150001,Bombing/Explosion,"Joaquin Murieta Center, Los Angeles California",0,0,NA
United States,california,197106160001,Bombing/Explosion,"County building, Santa Cruz California",0,0,NA
United States,california,197106170001,Bombing/Explosion,Offices of LA Opinion,0,0,NA
United States,newyork,197106180002,Armed Assault,Bank,0,0,NA
United States,california,197106210001,Bombing/Explosion,"City Council Building, San Jose California",0,0,NA
United States,newyork,197106220001,Bombing/Explosion,estate of Soviet UN mission,0,0,NA
United States,california,197106220002,Bombing/Explosion,"Campus police vehicle at California State University, Los Angeles",0,0,NA
United States,california,197106220003,Bombing/Explosion,Counselor's office at Lincoln High School,0,0,NA
United States,california,197106240001,Bombing/Explosion,Bank of America,0,0,NA
United States,california,197106240002,Bombing/Explosion,"Belvedere Junior High School, Los Angeles",0,0,NA
United States,newyork,197106250001,Facility/Infrastructure Attack,"Draft board, Freeport New York",0,0,NA
United States,california,197106260001,Bombing/Explosion,Security Pacific National Bank,0,0,NA
United States,newyork,197107000002,Bombing/Explosion,theatre,0,0,NA
United States,california,197107010001,Bombing/Explosion,"63rd Army Reserve center, Los Angeles California",0,0,NA
United States,california,197107040001,Bombing/Explosion,Federal Office Building,0,0,NA
United States,california,197107060001,Facility/Infrastructure Attack,Classroom building at Montebello High School,0,0,NA
United States,california,197107080001,Bombing/Explosion,Pan American National Bank,0,0,NA
United States,california,197107080002,Bombing/Explosion,Post office in East Los Angeles,0,0,NA
United States,rhodeisland,197107090001,Bombing/Explosion,Providence City Hall,0,0,NA
United States,california,197107090002,Bombing/Explosion,"Selective Service Headquarters, San Diego California",0,0,NA
United States,california,197107180003,Bombing/Explosion,"Monterey Park branch of Bank of America, Los Angeles",0,0,NA
United States,california,197107210001,Hostage Taking (Barricade Incident),Fidelity Savings and Loan in downtown San Francisco,0,0,NA
United States,california,197107240001,Bombing/Explosion,"National Guard Armory, Santa Cruz California",0,0,NA
United States,newyork,197107250001,Armed Assault,Soviet Embassy car,0,0,NA
United States,california,197107280002,Facility/Infrastructure Attack,"Bank of America, Ben Lomond California",0,0,NA
United States,california,197107300001,Bombing/Explosion,Travel Agency,0,0,NA
United States,newyork,197108110001,Bombing/Explosion,Trucking Firm,0,0,NA
United States,pennsylvania,197108120001,Bombing/Explosion,Bank of America,0,0,NA
United States,georgia,197108150001,Unknown,Police Officer,0,1,Inf
United States,georgia,197108150004,Armed Assault,Bank,0,1,Inf
United States,vermont,197108150005,Armed Assault,Yankee Nuclear Power Plant,1,0,0
United States,ohio,197108180001,Bombing/Explosion,Headquarters,0,0,NA
United States,newyork,197108220001,Bombing/Explosion,Grocery,0,0,NA
United States,newjersey,197108220002,Facility/Infrastructure Attack,store,0,0,NA
United States,newyork,197108220003,Bombing/Explosion,Grocery,0,0,NA
United States,newyork,197108220004,Bombing/Explosion,supermarket,0,0,NA
United States,newyork,197108220005,Bombing/Explosion,grocery,0,0,NA
United States,newyork,197108220006,Bombing/Explosion,grocery,0,0,NA
United States,newyork,197108220007,Bombing/Explosion,grocery,0,0,NA
United States,newyork,197108220008,Bombing/Explosion,supermarket,0,0,NA
United States,newyork,197108220009,Bombing/Explosion,grocery,0,0,NA
United States,newyork,197108220010,Bombing/Explosion,grocery,0,0,NA
United States,newjersey,197108230001,Facility/Infrastructure Attack,store,0,0,NA
United States,newjersey,197108230002,Facility/Infrastructure Attack,store,0,0,NA
United States,newjersey,197108230003,Facility/Infrastructure Attack,store,0,0,NA
United States,newjersey,197108230004,Facility/Infrastructure Attack,store,0,0,NA
United States,newjersey,197108230005,Facility/Infrastructure Attack,store,0,0,NA
United States,newyork,197108230006,Bombing/Explosion,"Main lobby of Yeshiva University Building, Manhattan New York",0,0,NA
United States,newyork,197108230007,Armed Assault,Bankers Trust Co.,0,0,NA
United States,indiana,197108240002,Facility/Infrastructure Attack,Federal Office Building,0,0,NA
United States,california,197108270001,Facility/Infrastructure Attack,Real Estate Office,0,0,NA
United States,california,197108280001,Armed Assault,Policemen,2,0,0
United States,california,197108280004,Bombing/Explosion,"Headquarters of Department of Corrections Office, Sacramento California",0,0,NA
United States,california,197108280005,Bombing/Explosion,"State Department of Rehabilitation Office, San Mateo California",0,0,NA
United States,california,197108290001,Armed Assault,Police Sgt.,0,1,Inf
United States,california,197108290002,Bombing/Explosion,Bank of America,0,0,NA
United States,california,197108290003,Bombing/Explosion,Bank,0,0,NA
United States,michigan,197108300002,Bombing/Explosion,School buses of Pontiac Michigan,0,0,NA
United States,georgia,197109010001,Bombing/Explosion,,0,0,NA
United States,northcarolina,197109020001,Facility/Infrastructure Attack,George Washington Carver Elementary School,0,0,NA
United States,northcarolina,197109020002,Bombing/Explosion,"Barracks, Fort Bragg Army Base",0,0,NA
United States,california,197109070001,Bombing/Explosion,"Bank of America branch, San Francisco",0,0,NA
United States,newyork,197109170001,Bombing/Explosion,Department of Corrections,0,0,NA
United States,newjersey,197109180002,Armed Assault,Indiscriminate police officer in Plainfield New Jersey,0,1,Inf
United States,newyork,197109200002,Facility/Infrastructure Attack,Malawi U.N. Mission,0,0,NA
United States,newyork,197109200003,Bombing/Explosion,Zaire Mission to U.N.,0,0,NA
United States,newyork,197109240001,Facility/Infrastructure Attack,Chase Manhattan Bank,0,0,NA
United States,california,197109240002,Bombing/Explosion,Chase Manhattan International Banking Corporation,0,0,NA
United States,oregon,197109240003,Bombing/Explosion,Army Recruiting Center,0,0,NA
United States,michigan,197109240004,Hijacking,American Airlines Flight 124,0,0,NA
United States,florida,197110030002,Facility/Infrastructure Attack,"R.O.T.C. building, University of Tampa",0,0,NA
United States,georgia,197110070002,Armed Assault,Fulton National Bank,0,0,NA
United States,california,197110110002,Bombing/Explosion,Wells Fargo Bank branch in Santa Cruz California,0,0,NA
United States,california,197110140001,Bombing/Explosion,Iran Consul,0,0,NA
United States,massachusetts,197110150001,Bombing/Explosion,"Massachusetts Institute of Technology, Center for International Studies",0,0,NA
United States,california,197110180001,Bombing/Explosion,Travel Agency,0,0,NA
United States,newyork,197110200002,Armed Assault,Apartment of Soviet UN Delegation,0,0,NA
United States,newyork,197110310001,Facility/Infrastructure Attack,College Building,0,0,NA
United States,california,197111020002,Facility/Infrastructure Attack,Bank of America,0,0,NA
United States,georgia,197111030001,Assassination,"Policeman, James Richard Green",0,1,Inf
United States,newyork,197111100002,Bombing/Explosion,"National Guard Armory, New York City",0,0,NA
United States,oklahoma,197111120002,Facility/Infrastructure Attack,"University Administration Building, Oklahoma University",0,0,NA
United States,massachusetts,197111150001,Bombing/Explosion,Bank,0,0,NA
United States,california,197111170001,Facility/Infrastructure Attack,Bank of America,0,0,NA
United States,oklahoma,197111170002,Armed Assault,"Black People's Union, Oklahoma University",0,0,NA
United States,oklahoma,197111170003,Facility/Infrastructure Attack,"Storage building, Walker Tower, Wilson Center Cafeteria, Building 8, Microbiology building, and the Bizel Memorial Library at Oklahoma University",27,0,0
United States,idaho,197111170004,Bombing/Explosion,"Military induction center, Boise Idaho",0,0,NA
United States,massachusetts,197111180001,Bombing/Explosion,Honeywell Corporation,0,0,NA
United States,newyork,197111180002,Bombing/Explosion,Bank,0,0,NA
United States,newjersey,197111220001,Facility/Infrastructure Attack,Office Building,0,0,NA
United States,ohio,197111300002,Facility/Infrastructure Attack,"Army Reserve building, Akron Ohio",0,0,NA
United States,newyork,197112050001,Bombing/Explosion,Russian Gift Shop,0,0,NA
United States,minnesota,197112060002,Bombing/Explosion,Store selling Russian products in Shakopee Minnesota,0,0,NA
United States,california,197112070001,Bombing/Explosion,Stanford Linear Accelerator,0,0,NA
United States,massachusetts,197112150003,Bombing/Explosion,"Cambridgeport Savings Bank, Cambridge Massachusetts",0,0,NA
United States,massachusetts,197112200002,Bombing/Explosion,Cambridge Police Headquarters,0,0,NA
United States,newjersey,197112220001,Facility/Infrastructure Attack,Bank,0,0,NA
United States,newyork,197201050002,Bombing/Explosion,"Regional Office of the State Correctional Services Department, Buffalo New York",0,0,NA
United States,california,197201060001,Assassination,Paula Tharp,0,0,NA
United States,california,197201070001,Bombing/Explosion,"Crocker Citizens National Bank, San Francisco",0,0,NA
United States,california,197201070002,Bombing/Explosion,"Wells Fargo Bank branch, San Francisco California",0,0,NA
United States,illinois,197201070003,Bombing/Explosion,"First National Bank, Chicago Illinois",0,0,NA
United States,illinois,197201070004,Bombing/Explosion,"Continental Illinois National Bank, Chicago Illinois",0,0,NA
United States,illinois,197201070005,Bombing/Explosion,"Northern Trust Company, Chicago Illinois",0,0,NA
United States,newyork,197201070006,Bombing/Explosion,Marine Midland Grace Trust Company of New York on 140 Broadway,0,0,NA
United States,newyork,197201070007,Bombing/Explosion,Manufacturers Hanover Trust Company in New York on 40 Wall St.,0,0,NA
United States,newyork,197201070008,Bombing/Explosion,First National City Bank in New York on 107 William St.,0,0,NA
United States,california,197201170005,Facility/Infrastructure Attack,Stanford University Housing Office,0,0,NA
United States,california,197201170006,Bombing/Explosion,Hillview Hanover substation supplying power to Stanford University,0,0,NA
United States,newyork,197201220001,Bombing/Explosion,portuguese airlines office,0,0,NA
United States,newyork,197201260003,Bombing/Explosion,sol huror booking office,13,1,0.07692307692307693
United States,newyork,197201260004,Facility/Infrastructure Attack,offices Sol Hurok (manager tours sovs),0,0,NA
United States,newyork,197201260005,Facility/Infrastructure Attack,Colombia Artists management,0,1,Inf
United States,newyork,197201270001,Assassination,"Policemen, Gregory Foster; Rocco Laurie",0,2,Inf
United States,california,197202010003,Facility/Infrastructure Attack,Professor Sanford Dornbusch,0,0,NA
United States,mississippi,197202010004,Bombing/Explosion,"Central High School, Jackson Mississippi",1,0,0
United States,california,197202010005,Assassination,Joe Tommasi,0,0,NA
United States,newhampshire,197202160001,Bombing/Explosion,Police department/fire department,0,0,NA
United States,puertorico,197203000001,Bombing/Explosion,drug store,0,0,NA
United States,puertorico,197203000002,Bombing/Explosion,drug store,0,0,NA
United States,newyork,197203000003,Bombing/Explosion,theater,0,0,NA
United States,newyork,197203110001,Facility/Infrastructure Attack,House of Anna Hermione Ryan,0,0,NA
United States,newyork,197203160002,Hostage Taking (Barricade Incident),Bankers Trust Company branch at 2104 Crotona Parkway Bronx New York,1,0,0
United States,florida,197203290002,Bombing/Explosion,soviet research ship,0,0,NA
United States,california,197204050001,Bombing/Explosion,Advertisement for Soviet art exhibit at Barnsdall Park in Los Angeles California,0,0,NA
United States,california,197204180001,Bombing/Explosion,"Building containing Castlehead Escrow, Bruce Mulhearn Realty Office, and Lana's Kopy Kat Print Office.",1,0,0
United States,california,197205090001,Facility/Infrastructure Attack,Naval Reserve Armory Army Vet. Center,0,0,NA
United States,california,197205090002,Facility/Infrastructure Attack,"Navy-Marine Corps training center, San Jose California",1,0,0
United States,newyork,197205150003,Bombing/Explosion,Trucks stationed at the Army Reserve Center in Jamaica Queens,0,0,NA
United States,california,197205150004,Bombing/Explosion,"M B Associates Offices, Menlo Park California",1,0,0
United States,districtofcolumbia,197205190002,Bombing/Explosion,Pentagon,0,0,NA
United States,california,197205190004,Facility/Infrastructure Attack,"Valencia High School, Placentia California",0,0,NA
United States,puertorico,197205200002,Bombing/Explosion,Cerromar Hotel,0,0,NA
United States,newyork,197205200003,Bombing/Explosion,"Long Island Association of Commerce and Industry office in Jericho, New York",0,0,NA
United States,newyork,197205230003,Facility/Infrastructure Attack,"Long Island Association of Commerce and Industry office in Jericho, New York",0,0,NA
United States,newjersey,197205270001,Assassination,Former Defense Minister: Isaiah Rowley,0,1,Inf
United States,newyork,197205270004,Bombing/Explosion,Pupin Physics Hall and the School of International Affairs at Columbia University,1,0,0
United States,washington,197206020002,Hijacking,Jet,0,0,NA
United States,puertorico,197206140001,Bombing/Explosion,liquor store,0,0,NA
United States,california,197206190001,Bombing/Explosion,Guild theatre,0,0,NA
United States,florida,197207310001,Hijacking,Airline,0,0,NA
United States,newyork,197208170002,Facility/Infrastructure Attack,"F. W. Woolworth Company, 144 East 44th Street",2,0,0
United States,newyork,197208170003,Facility/Infrastructure Attack,"S.H. Kress & Company, 444 Fifth Avenue",2,0,0
United States,newyork,197208180005,Facility/Infrastructure Attack,"Lerner Shop, 412 Fifth Avenue",2,0,0
United States,newyork,197208180006,Facility/Infrastructure Attack,"E. J. Korvette branch, 575 Fifth Avenue",2,0,0
United States,newyork,197208180007,Facility/Infrastructure Attack,"E. J. Korvette branch, 44th Street",2,0,0
United States,california,197209140004,Bombing/Explosion,Apartment of Mohammed Shaath,0,0,NA
United States,newyork,197209290003,Hostage Taking (Barricade Incident),"Manufacturers Hanover Trust Company, the Bronx New York",0,0,NA
United States,california,197210100001,Bombing/Explosion,police car,0,0,NA
United States,newyork,197210100002,Bombing/Explosion,2 women,0,0,NA
United States,newyork,197210140001,Assassination,Former officer of Hadassah,1,0,0
United States,virginia,197210250002,Armed Assault,"Arlington Trust Company, Crystal City Virginia",3,2,0.6666666666666666
United States,texas,197210260001,Armed Assault,Indiscriminate police officer in at restaurant in Houston Texas,0,1,Inf
United States,newyork,197212000002,Bombing/Explosion,Travel agency,0,0,NA
United States,newyork,197212110001,Bombing/Explosion,VA-Cuba forwarding co.,0,0,NA
United States,florida,197212120001,Bombing/Explosion,Office of VA-Cuba Forwarding Company in Miami,0,0,NA
United States,newyork,197212240002,Bombing/Explosion,Bonwit Teller,0,0,NA
United States,newyork,197212240003,Bombing/Explosion,Bergdorf Goodman,0,0,NA
United States,newyork,197212250001,Facility/Infrastructure Attack,Gimbels East,0,0,NA
United States,newyork,197212280003,Hostage Taking (Kidnapping),"Bar on 767 Fulton Street, Brooklyn New York",0,0,NA
United States,louisiana,197212310001,Armed Assault,Indiscriminate members of New Orleans police stationed at department headquarters,2,2,1
United States,newyork,197301020004,Armed Assault,Social Club,0,1,Inf
United States,louisiana,197301070003,Armed Assault,Indiscriminate members of the New Orleans Police Department,20,8,0.4
United States,districtofcolumbia,197301180003,Armed Assault,Khalifa Hamaas Abdul Khaalis and his family,2,7,3.5
United States,colorado,197301180004,Facility/Infrastructure Attack,police community relations center,0,0,NA
United States,illinois,197301220002,Facility/Infrastructure Attack,police station,0,0,NA
United States,newyork,197301250001,Armed Assault,Policemen,0,2,Inf
United States,california,197301270001,Assassination,Turkish Consul General +Vice Consul,0,2,Inf
United States,newyork,197301280001,Armed Assault,Policemen,0,2,Inf
United States,newyork,197302090002,Armed Assault,Bank,0,0,NA
United States,newyork,197302150001,Bombing/Explosion,store,0,0,NA
United States,southdakota,197302270002,Hostage Taking (Barricade Incident),Town of Wounded Knee South Dakota,2,2,1
United States,newyork,197303040005,Bombing/Explosion,Terminal Warehouse,0,0,NA
United States,newyork,197303040006,Bombing/Explosion,Bank Building,0,0,NA
United States,newyork,197303040007,Bombing/Explosion,Bank Building,0,0,NA
United States,newyork,197303060004,Armed Assault,Police Car,0,0,NA
United States,puertorico,197303120001,Bombing/Explosion,university,0,0,NA
United States,newyork,197303270003,Armed Assault,Supermarket,0,0,NA
United States,newyork,197303280003,Bombing/Explosion,Center for Cuban Studies,0,0,NA
United States,newjersey,197303290001,Bombing/Explosion,Bookstore,0,0,NA
United States,newyork,197304100002,Armed Assault,Bank,0,0,NA
United States,districtofcolumbia,197304160003,Armed Assault,"Home, New Zealand charge",0,0,NA
United States,puertorico,197304240001,Bombing/Explosion,Dominican Consulate,0,0,NA
United States,puertorico,197304240002,Bombing/Explosion,Dominican Consulate,0,0,NA
United States,newyork,197305010003,Assassination,"H.A. Jamal, leader",0,1,Inf
United States,newyork,197305080001,Bombing/Explosion,Police Car,0,0,NA
United States,newyork,197305180002,Bombing/Explosion,Police Cars (2),0,0,NA
United States,newyork,197305190001,Armed Assault,"unk, policemen",0,2,Inf
United States,newyork,197306050001,Armed Assault,"unk, transit detective",0,1,Inf
United States,newyork,197306200002,Armed Assault,"Auto, Soviet U.N. Mission member",0,0,NA
United States,maryland,197307010001,Assassination,"Col. Yosef Alon, Colonel, attache Wash. DC",0,1,Inf
United States,newyork,197307180002,Hostage Taking (Barricade Incident),bank,0,0,NA
United States,newyork,197307240001,Bombing/Explosion,Martin Luther King Jr. Labor Center,0,0,NA
United States,districtofcolumbia,197308270003,Bombing/Explosion,British Embassy,1,0,0
United States,districtofcolumbia,197308280002,Bombing/Explosion,"unk, Secretary to Mil. attache (he was tgt)",1,0,0
United States,newjersey,197309040001,Assassination,"James Shabazz, head",0,1,Inf
United States,newjersey,197309180002,Assassination,brothers Roger and Ralph Bankston,0,2,Inf
United States,louisiana,197309260001,Bombing/Explosion,"home of Regional Director of the Anti-Defamation League, A.I. Botnick",0,0,NA
United States,newyork,197309280004,Bombing/Explosion,"Latin American HQ, ITT",0,0,NA
United States,newjersey,197310180002,Assassination,Warren A. Marcello and Michael A. Huff,0,2,Inf
United States,california,197310200002,Hostage Taking (Kidnapping),"white couple, Quita and Richard Hague",1,1,1
United States,california,197310220003,Hostage Taking (Kidnapping),"white female student, ""Ellen Linder""",1,0,0
United States,newyork,197310260001,Facility/Infrastructure Attack,Turkish info office,0,0,NA
United States,california,197310290003,Armed Assault,"white female student, Frances Rose",0,1,Inf
United States,puertorico,197311010001,Facility/Infrastructure Attack,FBI Office,0,0,NA
United States,wisconsin,197311040001,Bombing/Explosion,police car,0,0,NA
United States,california,197311060001,Assassination,"Marcus Foster, superintendent",0,1,Inf
